name,profile,position,class,height,weight,high_school,hometown,rating,nil_value,status,last_team,new_team
Sebastian Mack,https://www.on3.com/db/sebastian-mack-105760/,SG,SO,6-4,180,Coronado,"(Las Vegas, NV)",94.58,,Entered,UCLA,Missouri
Christ Essandoko,https://www.on3.com/db/christ-essandoko-22728/,PF,RS-SO,6-11,260,Winston-Salem Prep,"(Winston Salem, NC)",90.79,,Committed,Providence,South Carolina Gamecocks
Devon Pryor,https://www.on3.com/db/devon-pryor-174608/,SF,SO,6-7,180,PSAT Academy,"(Houston, TX)",91.38,,Committed,Texas,Oregon Ducks
Kobe Magee,https://www.on3.com/db/kobe-magee-189091/,SG,JR,6-6,205,Executive Education Academy,"(Allentown, PA)",93.32,,Committed,Drexel,Florida State Seminoles
Juslin Bodo Bodo,https://www.on3.com/db/juslin-bodo-bodo-156015/,C,SO,6-11,225,So Cal Academy,"(Castaic, CA)",91.23,,Entered,High Point,Baylor
Shaqir O'Neal,https://www.on3.com/db/shaqir-oneal-106632/,SF,SR,6-7,185,Union Grove,"(McDonough, GA)",,,Entered,Florida A&M,Sacramento State
Kyan Evans,https://www.on3.com/db/kyan-evans-158046/,PG,SO,6-1,170,Staley,"(Kansas City, MO)",93.88,,Entered,Colorado State,North Carolina
Nolan Dorsey,https://www.on3.com/db/nolan-dorsey-93862/,SG,RS-SR,6-6,180,Millbrook,"(Raleigh, NC)",90.00,,Committed,Campbell,California Golden Bears
Tre White,https://www.on3.com/db/tre-white-115079/,SF,JR,6-7,190,Prolific Prep,"(Los Angeles, CA)",94.39,,Entered,Illinois,Kansas
Brian Waddell,https://www.on3.com/db/brian-waddell-146513/,SF,RS-JR,6-8,190,Carmel,"(Carmel, IN)",,,Entered,Purdue,N/A
Sammie Yeanay,https://www.on3.com/db/sammie-yeanay-156610/,PF,FR,6-9,220,Compass Prep,"(Gainesville, FL)",92.25,,Entered,Grand Canyon University,California
Jerone Morton,https://www.on3.com/db/jerone-morton-250387/,SG,SO,6-4,200,George Rogers Clark,"(Winchester, KY)",89.00,,Entered,Morehead State,N/A
Masiah Gilyard,https://www.on3.com/db/masiah-gilyard-250385/,SG,JR,6-3,195,Staten Island Academy,"(Brooklyn, NY)",89.00,,Entered,Manhattan College,N/A
Filip Borovicanin,https://www.on3.com/db/filip-borovicanin-154088/,SF,JR,6-8,180,Serbia,(Belgrade),89.87,,Entered,New Mexico,Xavier
Josh Bascoe,https://www.on3.com/db/josh-bascoe-250384/,PG,SR,6-0,180,Putnam Science Academy,"(Milton, ON)",89.00,,Entered,Belmont University,N/A
Kuluel Mading,https://www.on3.com/db/kuluel-mading-76160/,PF,SR,6-9,208,The Burlington School,"(Burlington, NC)",87.00,,Entered,Norfolk State,N/A
Hasan Abdul-Hakim,https://www.on3.com/db/hasan-abdul-hakim-241522/,SF,SR,6-8,206,Henry M. Gunn,"(Toronto, ON)",91.40,,Entered,The University of Texas Rio Grande Valley,N/A
Parsa Fallah,https://www.on3.com/db/parsa-fallah-160608/,PF,JR,6-9,260,Iran,"(Cedar City, UT)",91.46,,Entered,Oregon State,Oklahoma State
Brennan Rigsby,https://www.on3.com/db/brennan-rigsby-150915/,PG,SR,6-3,180,Wasatch Academy,"(De Beque, CO)",89.00,,Committed,Minnesota,Radford Highlanders
Donovan Dent,https://www.on3.com/db/donovan-dent-147605/,PG,JR,6-2,170,Centennial,"(Corona, CA)",98.03,$2M,Committed,New Mexico,UCLA Bruins
Keyshawn Hall,https://www.on3.com/db/keyshawn-hall-150056/,SF,JR,6-7,240,The Skill Factory,"(Cleveland, OH)",96.22,,Entered,UCF,Auburn
Jason Edwards,https://www.on3.com/db/jason-edwards-240792/,PG,JR,6-0,170,Parkview,"(Atlanta, GA)",94.86,,Entered,Vanderbilt,Providence
Fredrick King,https://www.on3.com/db/fredrick-king-147709/,C,JR,6-10,220,NBA Academy Latin America,(Andros Island),87.50,,Entered,Creighton,Murray State
Meechie Johnson,https://www.on3.com/db/meechie-johnson-143837/,PG,SR,6-2,180,Andrews Osborne Academy,"(Cleveland, OH)",90.43,,Entered,Ohio State,South Carolina
Christian Nitu,https://www.on3.com/db/christian-nitu-175803/,PF,FR,6-11,200,Fort Erie International Academy,"(Toronto, ON)",83.50,,Entered,Florida State,N/A
Robert McCray,https://www.on3.com/db/robert-mccray-101181/,CG,SR,6-4,185,AC Flora,"(Columbia, SC)",92.22,,Entered,Jacksonville,Florida State
Will Cooper,https://www.on3.com/db/will-cooper-250532/,SF,FR,6-6,210,Millard South,"(Omaha, NE)",89.00,,Entered,Air Force,Nebraska
Ahmad Nowell,https://www.on3.com/db/ahmad-nowell-1887/,SG,FR,6-0,185,Imhotep Institute,"(Philadelphia, PA)",90.93,,Entered,Connecticut,VCU
Devon Pryor,https://www.on3.com/db/devon-pryor-174608/,SF,SO,6-7,180,PSAT Academy,"(Houston, TX)",91.38,,Entered,Texas,Oregon
Abdi Bashir Jr.,https://www.on3.com/db/abdi-bashir-jr-249499/,SG,SO,6-7,160,PHHoenix Prep,"(Omaha, NE)",,,Entered,Monmouth College,Kansas State
Yame Butler,https://www.on3.com/db/yame-butler-189019/,SG,SR,6-5,210,Eleanor Roosevelt,"(Greenbelt, MD)",89.00,,Committed,Drexel,Butler Bulldogs
Morez Johnson,https://www.on3.com/db/morez-johnson-147589/,PF,FR,6-8,250,Thornton Township,"(Chicago, IL)",95.72,,Entered,Illinois,Michigan
Noah Collier,https://www.on3.com/db/noah-collier-93567/,PF,JR,6-7,200,Westtown School,"(Norristown, PA)",86.00,,Entered,William & Mary,N/A
Almar Atlason,https://www.on3.com/db/almar-atlason-180461/,PF,SO,6-8,215,Sunrise Christian Academy,"(Spiceland, IN)",,,Entered,Bradley,N/A
Silas Demary Jr.,https://www.on3.com/db/silas-demary-jr-150175/,PG,SO,6-5,180,Combine Academy,"(Charlotte, NC)",96.71,,Entered,Georgia,Connecticut
Joey Matteoni,https://www.on3.com/db/joey-matteoni-250381/,PF,FR,6-8,215,Blue Valley Northwest,"(Overland Park, KS)",,,Entered,Drake,N/A
Ja'Borri McGhee,https://www.on3.com/db/jaborri-mcghee-246528/,PG,JR,6-1,205,Winfield,"(Mccomb, MS)",,,Entered,UAB,Mississippi State
Jacolb Cole,https://www.on3.com/db/jacolb-cole-52400/,PF,RS-FR,6-7,185,Link Academy,"(Bellaire, TX)",89.00,,Committed,Oklahoma,McNeese State Cowboys
Evan Mahaffey,https://www.on3.com/db/evan-mahaffey-43318/,SG,JR,6-6,200,Archbishop Moeller,"(Cincinnati, OH)",89.43,,Committed,Ohio State,Akron Zips
Carmelo Pacheco,https://www.on3.com/db/carmelo-pacheco-250379/,SG,SO,6-5,190,Spotswood,"(Harrisonburg, VA)",,,Entered,Mount St. Mary's,N/A
Parker Friedrichsen,https://www.on3.com/db/parker-friedrichsen-95033/,SG,SO,6-3,195,Bixby,"(Bixby, OK)",87.50,,Committed,Wake Forest,Davidson Wildcats
Myles Rice,https://www.on3.com/db/myles-rice-90754/,PG,RS-SO,6-2,175,Sandy Creek,"(Tyrone, GA)",93.30,,Entered,Indiana,Maryland
John Hugley,https://www.on3.com/db/john-hugley-143589/,PF,RS-SR,6-9,240,Brush,"(Cleveland, OH)",90.92,,Entered,Xavier,Duquesne
PJ Carter,https://www.on3.com/db/pj-carter-246484/,SG,SR,6-5,175,Langston Hughes,"(Atlanta, GA)",,,Entered,Memphis,N/A
DJ Jefferson,https://www.on3.com/db/dj-jefferson-145525/,SF,RS-SO,6-5,207,Minnesota Preparatory Academy,"(Saint Paul, MN)",93.25,,Entered,Longwood,Gardner Webb
Noah Boyde,https://www.on3.com/db/noah-boyde-238565/,PF,JR,7-0,230,St. Lucia,(Castries),,,Entered,LSU,Western Kentucky
Koren Johnson,https://www.on3.com/db/koren-johnson-145349/,PG,JR,6-2,175,Wasatch Academy,"(Seattle, WA)",91.23,,Entered,Louisville,Ole Miss
Vyctorius Miller,https://www.on3.com/db/vyctorius-miller-119936/,SG,FR,6-5,170,Compass Prep,"(North Hollywood, CA)",93.27,,Entered,LSU,Oklahoma State
CJ Brown,https://www.on3.com/db/cj-brown-236970/,PG,FR,6-2,175,Kell,"(Marietta, GA)",85.39,,Withdrawn,USF,USF
Zach Clemence,https://www.on3.com/db/zach-clemence-122639/,PF,RS-JR,6-9,230,Sunrise Christian Academy,"(San Antonio, TX)",89.00,,Entered,Kansas,Texas A&M
Mason Johnson,https://www.on3.com/db/mason-johnson-250401/,SF,SO,6-6,200,Golda Meir,"(Milwaukee, WI)",,,Entered,Southern Utah,N/A
Tyren Moore,https://www.on3.com/db/tyren-moore-147724/,CG,SR,5-11,185,Louisville Male,"(Louisville, KY)",,,Entered,UAB,Georgia Southern
Mason Miller,https://www.on3.com/db/mason-miller-84818/,PF,RS-JR,6-9,180,Houston,"(Germantown, TN)",88.50,,Committed,Creighton,Murray State Racers
Ryan Conwell,https://www.on3.com/db/ryan-conwell-147627/,SG,JR,6-3,190,Pike,"(Indianapolis, IN)",97.07,,Entered,Xavier,Louisville
Kam Williams,https://www.on3.com/db/kam-williams-150971/,SF,FR,6-8,190,Lafayette Christian Academy,"(Lafayette, LA)",94.37,,Committed,Tulane,Kentucky Wildcats
Reed Bailey,https://www.on3.com/db/reed-bailey-147847/,PF,JR,6-9,190,Brewster Academy,"(Groton, MA)",95.74,,Entered,Davidson,Indiana
Braelon Green,https://www.on3.com/db/braelon-green-11983/,PG,SO,6-2,170,Southern California Academy,"(Ypsilanti, MI)",89.07,,Entered,Bowling Green,Eastern Michigan
Mason Williams,https://www.on3.com/db/mason-williams-250245/,SG,SO,6-5,180,O'Dea,"(Seattle, WA)",,,Committed,Eastern Washington,Iowa State Cyclones
Melvin Council,https://www.on3.com/db/melvin-council-242223/,SG,SR,6-4,185,University Prep Charter School for Young Men,"(Rochester, NY)",93.33,,Entered,St. Bonaventure University,Kansas
Gus Yalden,https://www.on3.com/db/gus-yalden-47277/,PF,SO,6-8,240,La Lumiere School,"(Appleton, WI)",91.93,,Entered,Seton Hall,Vermont
Justin Bailey,https://www.on3.com/db/justin-bailey-250398/,SG,-,6-3,,Blue Ridge,"(Taylors, SC)",,,Entered,Wofford,Georgia
Juan Cranford,https://www.on3.com/db/juan-cranford-250386/,SG,FR,6-3,205,Wayne,"(Dayton, OH)",88.50,,Entered,Saint Francis (PA),Eastern Kentucky
William Kyle,https://www.on3.com/db/william-kyle-149802/,PF,JR,6-8,200,Bellevue West,"(Bellevue, NE)",90.91,,Committed,UCLA,Syracuse Orange
Jacob Ognacevic,https://www.on3.com/db/jacob-ognacevic-250374/,PF,RS-SR,6-8,220,Sheboygan Area Lutheran,"(Sheboygan, WI)",92.89,,Entered,Lipscomb,Washington
Carey Booth,https://www.on3.com/db/carey-booth-153349/,PF,SO,6-10,205,Brewster Academy,"(Denver, CO)",89.80,,Entered,Illinois,Colorado State
Dylan Anderson,https://www.on3.com/db/dylan-anderson-39774/,PF,RS-SO,7-0,215,Perry,"(Gilbert, AZ)",89.00,,Entered,Boise State,Murray State
Jadin Booth,https://www.on3.com/db/jadin-booth-250373/,PG,RS-SR,6-2,185,Westside,"(Omaha, NE)",89.00,,Entered,Florida Southern,N/A
Jeremiah Cherry,https://www.on3.com/db/jeremiah-cherry-150430/,PF,JR,6-10,260,St. Mary's,"(Phoenix, AZ)",,,Entered,UNLV,N/A
Alex Steen,https://www.on3.com/db/alex-steen-250372/,PF,JR,6-8,225,Arnold,"(Panama City Beach, FL)",91.49,,Entered,Florida Southern,Florida State
Terrence Brown,https://www.on3.com/db/terrence-brown-250371/,SG,SO,6-3,175,Columbia Heights Senior,"(Minneapolis, MN)",90.66,,Entered,Fairleigh Dickinson,Utah
Steven Jamerson,https://www.on3.com/db/steven-jamerson-229377/,C,JR,6-10,210,Crespi,"(Los Angeles, CA)",90.32,,Entered,San Diego,N/A
Chris Tadjo,https://www.on3.com/db/chris-tadjo-175549/,PF,SO,6-8,230,NBA Academy Latin America,"(Montreal, QC)",90.61,,Entered,Iowa,N/A
Michael Nwoko,https://www.on3.com/db/michael-nwoko-147241/,C,SO,6-10,240,Prolific Prep,"(Burlington, NC)",91.49,,Entered,Mississippi State,LSU
Christian Bliss,https://www.on3.com/db/christian-bliss-175929/,PG,RS-FR,6-4,205,George School,"(Brooklyn, NY)",89.00,,Entered,Virginia,N/A
Isaiah Abraham,https://www.on3.com/db/isaiah-abraham-155821/,SF,FR,6-7,195,Paul VI Catholic,"(Gainesville, VA)",90.23,,Entered,Connecticut,Georgetown
Austin Herro,https://www.on3.com/db/austin-herro-236681/,CG,SO,6-3,180,Whitnall,"(Milwaukee, WI)",,,Entered,South Carolina,N/A
Brock Harding,https://www.on3.com/db/brock-harding-155479/,PG,SO,6-0,155,Moline,"(Moline, IL)",90.46,,Committed,Iowa,TCU Horned Frogs
Tyrone Riley,https://www.on3.com/db/tyrone-riley-156785/,SF,FR,6-5,190,St. Pius X-St. Matthias Academy,"(Downey, CA)",91.04,,Entered,University of San Francisco,N/A
AJ George,https://www.on3.com/db/aj-george-199947/,SG,JR,6-6,190,Herbert Hoover,"(Fresno, CA)",,,Entered,SMU,N/A
Eric Mulder,https://www.on3.com/db/eric-mulder-147831/,PF,JR,6-8,200,Pella Christian,"(Oskaloosa, IA)",89.79,,Committed,Purdue University Fort Wayne,Iowa State Cyclones
Michael Ajayi,https://www.on3.com/db/michael-ajayi-241319/,SG,SR,6-7,220,Kentwood,"(Kent, WA)",91.42,,Entered,Gonzaga University,Butler
Josh Scovens,https://www.on3.com/db/josh-scovens-250366/,SF,SO,6-6,220,Page,"(Greensboro, NC)",89.00,,Entered,Army,N/A
Mookie Cook,https://www.on3.com/db/mookie-cook-90349/,SF,SO,6-7,200,Compass Prep,"(Jefferson, OR)",89.00,,Entered,Oregon,University of San Francisco
Ishan Sharma,https://www.on3.com/db/ishan-sharma-156635/,SG,FR,6-5,180,Fort Erie International Academy,"(Milton, ON)",90.00,,Entered,Virginia,N/A
Jevon Porter,https://www.on3.com/db/jevon-porter-61466/,PF,JR,6-8,210,Father Tolton,"(Columbia, MO)",91.25,,Committed,Loyola Marymount,Missouri Tigers
Al Amadou,https://www.on3.com/db/al-amadou-147273/,PF,SO,6-9,185,Springside Chestnut Hill Academy,"(Harrisburg, PA)",89.00,,Entered,Marquette,Saint Joseph's University
Brennan Rigsby,https://www.on3.com/db/brennan-rigsby-150915/,PG,SR,6-3,180,Wasatch Academy,"(De Beque, CO)",89.00,,Entered,Minnesota,Radford
Jake Heidbreder,https://www.on3.com/db/jake-heidbreder-53536/,SG,SR,6-4,165,Floyd Central,"(Floyds Knobs, IN)",90.00,,Entered,Clemson,N/A
Dion Brown,https://www.on3.com/db/dion-brown-241547/,SG,JR,6-3,185,Monument Mt Reg,"(Great Barrington, MA)",89.00,,Entered,Boston College,Saint Louis
Jordan Williams,https://www.on3.com/db/jordan-williams-66210/,PG,RS-SO,6-3,210,Second Baptist,"(Houston, TX)",,,Entered,Vanderbilt,N/A
Zion Stanford,https://www.on3.com/db/zion-stanford-158452/,SF,SO,6-5,195,West Catholic Prep High School,"(Philadelphia, PA)",82.25,,Entered,Temple,Villanova
Dominique Diomande,https://www.on3.com/db/dominique-diomande-250364/,SF,FR,6-8,190,,(Tours),,,Entered,Washington,BYU
Jacari Lane,https://www.on3.com/db/jacari-lane-250363/,PG,JR,6-0,182,Lee,"(Huntsville, AL)",90.35,,Entered,North Alabama,Texas A&M
Maurice Odum,https://www.on3.com/db/maurice-odum-154958/,PG,JR,6-1,160,West Oaks Academy,"(Union City, NJ)",91.23,,Committed,Pepperdine,Arizona State Sun Devils
Addison Patterson,https://www.on3.com/db/addison-patterson-1475/,SF,-,6-6,180,Bella Vista College Preparatory School,"(Scottsdale, AZ)",89.00,,Entered,Northwestern State,N/A
Jonnivius Smith,https://www.on3.com/db/jonnivius-smith-174048/,PF,SR,6-9,200,,"(Selma, AL)",,,Entered,UTSA,N/A
Guillermo Diaz Graham,https://www.on3.com/db/guillermo-diaz-graham-150581/,PF,JR,7-0,205,IMG Academy,"(Bradenton, FL)",91.19,,Entered,Pittsburgh,University of San Francisco
Jorge Diaz Graham,https://www.on3.com/db/jorge-diaz-graham-150916/,PF,JR,6-11,210,IMG Academy,"(Bradenton, FL)",90.00,,Entered,Pittsburgh,N/A
Braden Appelhans,https://www.on3.com/db/braden-appelhans-11669/,SG,RS-SO,6-6,180,Blue Springs,"(Blue Springs, MO)",,,Entered,New Mexico,Drake
Kameren Wright,https://www.on3.com/db/kameren-wright-175986/,CG,FR,6-6,185,The Rock School,"(Gainesville, FL)",86.42,,Entered,USF,N/A
James Flippin,https://www.on3.com/db/james-flippin-250376/,PF,JR,6-10,255,,"(Milwaukee, WI)",,,Entered,Grambling State,N/A
Josh Omojafo,https://www.on3.com/db/josh-omojafo-250378/,SG,JR,6-5,200,,"(Hamilton, ON)",,,Entered,Robert Morris,N/A
Jaylen Carey,https://www.on3.com/db/jaylen-carey-158680/,PF,SO,6-7,225,Westminster Academy,"(Fort Lauderdale, FL)",93.31,,Entered,Vanderbilt,Tennessee
Barrington Hargess,https://www.on3.com/db/barrington-hargess-250353/,PG,RS-SO,6-0,,Heritage Christian School,"(Inglewood, CA)",92.40,,Entered,University of California Riverside,Colorado
Adrian Wooley,https://www.on3.com/db/adrian-wooley-236938/,SG,FR,6-3,185,Paul W Bryant,"(Cottondale, AL)",97.60,,Entered,Kennesaw State,Louisville
Jahlil White,https://www.on3.com/db/jahlil-white-52983/,SF,SR,6-7,180,Wildwood Catholic,"(Wildwood, NJ)",89.00,,Entered,La Salle,N/A
Eren Banks,https://www.on3.com/db/eren-banks-154872/,CG,SO,6-3,180,Putnam County,"(Eatonton, GA)",89.00,,Entered,Georgia Southern,Appalachian State
Harlan Obioha,https://www.on3.com/db/harlan-obioha-47485/,C,RS-JR,6-11,300,Hoxie,"(Hoxie, KS)",89.00,,Entered,University of North Carolina Wilmington,West Virginia
Jamal West,https://www.on3.com/db/jamal-west-54969/,PF,SR,6-5,210,St. Frances Academy,"(Baltimore, MD)",90.00,,Entered,Nicholls State,N/A
Marquel Sutton,https://www.on3.com/db/marquel-sutton-225724/,PF,SR,6-9,225,Will Rogers,"(Tulsa, OK)",93.23,,Entered,University of Nebraska at Omaha,LSU
James White,https://www.on3.com/db/james-white-56030/,SG,SR,6-5,190,Heritage,"(Conyers, GA)",89.00,,Entered,New Orleans,N/A
Kanaan Carlyle,https://www.on3.com/db/kanaan-carlyle-71136/,CG,SO,6-2,175,Overtime Elite,"(Alpharetta, GA)",90.18,,Entered,Indiana,N/A
Jason Rivera-Torres,https://www.on3.com/db/jason-rivera-torres-176078/,SG,SO,6-6,170,John Marshall,"(Richmond, VA)",86.50,,Entered,University of San Francisco,N/A
Alaaeddine Boutayeb,https://www.on3.com/db/alaaeddine-boutayeb-163159/,C,RS-JR,7-0,226,France,(Casablanca),,,Entered,Rider,N/A
Dylan Andrews,https://www.on3.com/db/dylan-andrews-39775/,PG,JR,6-2,170,Windward School,"(Los Angeles, CA)",90.94,,Entered,UCLA,Boise State
Babacar Faye,https://www.on3.com/db/babacar-faye-168151/,PF,SR,6-8,210,NBA Academy Africa,(Saly),91.66,,Entered,Western Kentucky,N/A
Owen Freeman,https://www.on3.com/db/owen-freeman-94787/,C,SO,6-10,220,Moline,"(Moline, IL)",96.21,$1.6M,Committed,Iowa,Creighton Bluejays
Alex Hemenway,https://www.on3.com/db/alex-hemenway-3078/,SG,SR,6-3,170,Castle,"(Newburgh, IN)",,,Entered,Vanderbilt,N/A
Quentin Jones,https://www.on3.com/db/quentin-jones-159103/,SG,SO,6-5,180,Marian Catholic,"(Chicago Heights, IL)",,,Entered,Northern Illinois,Saint Louis
Tanner Toolson,https://www.on3.com/db/tanner-toolson-110214/,SG,JR,6-5,175,Evergreen,"(Vancouver, WA)",91.58,,Entered,Utah Valley University,N/A
Maurice Odum,https://www.on3.com/db/maurice-odum-154958/,PG,JR,6-1,160,West Oaks Academy,"(Union City, NJ)",91.23,,Entered,Pepperdine,Arizona State
Harrison Carrington,https://www.on3.com/db/harrison-carrington-160850/,CG,RS-SO,6-7,195,Northfield Mount Hermon,"(Menlo Park, CA)",,,Entered,Colorado,N/A
Jaxon Edwards,https://www.on3.com/db/jaxon-edwards-152307/,SG,JR,6-6,195,Cathedral,"(Indianapolis, IN)",,,Entered,St. Bonaventure University,N/A
Prophet Johnson,https://www.on3.com/db/prophet-johnson-250348/,CG,SO,6-3,185,Wayne,"(Dayton, OH)",90.00,,Entered,Fairfield University,N/A
Pop Isaacs,https://www.on3.com/db/pop-isaacs-144231/,PG,JR,6-2,180,Coronado,"(Mount Pleasant, UT)",95.32,,Entered,Creighton,Houston
Austin Rapp,https://www.on3.com/db/austin-rapp-250347/,PF,FR,6-10,230,Mazenod College,(Melbourne),92.36,,Entered,Portland,Wisconsin
Mason Miller,https://www.on3.com/db/mason-miller-84818/,PF,RS-JR,6-9,180,Houston,"(Germantown, TN)",88.50,,Entered,Creighton,Murray State
Jaylen Curry,https://www.on3.com/db/jaylen-curry-58844/,PG,SO,6-0,168,Calvary Christian,"(Charlotte, NC)",88.50,,Entered,Massachusetts,N/A
JJ White,https://www.on3.com/db/jj-white-225754/,CG,SR,6-2,180,Norman North,"(Norman, OK)",92.25,,Entered,University of Nebraska at Omaha,Baylor
Ryan Cornish,https://www.on3.com/db/ryan-cornish-250345/,SG,SR,6-4,170,Sidwell Friends,"(Potomac, MD)",89.00,,Entered,Dartmouth,N/A
Kael Combs,https://www.on3.com/db/kael-combs-151267/,SG,SO,6-4,190,Nixa,"(Nixa, MO)",,,Entered,Drake,Iowa
K.T. Raimey,https://www.on3.com/db/kt-raimey-71466/,SG,SR,6-4,175,Olathe North,"(Olathe, KS)",89.00,,Entered,The University of Texas Rio Grande Valley,N/A
Avery Brown,https://www.on3.com/db/avery-brown-8885/,PG,JR,6-3,180,Northfield Mount Hermon,"(Beacon Falls, CT)",89.00,,Entered,Columbia,N/A
Kalifa Sakho,https://www.on3.com/db/kalifa-sakho-174457/,PF,JR,6-11,220,,"(Levelland, TX)",89.00,,Entered,Sam Houston State,N/A
Amar'e Marshall,https://www.on3.com/db/amare-marshall-4169/,CG,RS-JR,6-2,,Immaculate Conception,"(Montclair, NJ)",89.00,,Entered,Albany,N/A
Marcus Hill,https://www.on3.com/db/marcus-hill-241606/,SG,SR,6-4,185,Rockford Christian Schools,"(Rockford, IL)",90.93,,Entered,NC State,N/A
Mekhi Conner,https://www.on3.com/db/mekhi-conner-250344/,PG,FR,6-1,183,Notre Dame West Haven,"(New Haven, CT)",90.00,,Entered,Sacred Heart,N/A
Augustinas Kiudulas,https://www.on3.com/db/augustinas-kiudulas-250343/,PF,SO,6-8,215,BC Rytas Vilnius,(Vilnius),91.66,,Entered,Virginia Military Institute,Colorado State
Gabe Cupps,https://www.on3.com/db/gabe-cupps-44492/,PG,SO,6-2,165,Centerville,"(Dayton, OH)",89.44,,Committed,Indiana,Ohio State Buckeyes
Isaia Howard,https://www.on3.com/db/isaia-howard-244935/,SG,FR,6-4,180,Plattsburg,"(Plattsburg, MO)",89.00,,Entered,Drake,Iowa
Robert Vaihola,https://www.on3.com/db/robert-vaihola-154811/,C,SR,6-8,245,Archbishop Riordan,"(San Francisco, CA)",,,Entered,San Jose State,Minnesota
Cam Manyawu,https://www.on3.com/db/cam-manyawu-176076/,PF,SO,6-7,205,Staley,"(Kansas City, MO)",91.89,,Entered,Drake,Iowa
Darryl Simmons II,https://www.on3.com/db/darryl-simmons-ii-155485/,PG,SO,5-10,160,Putnam Science Academy,"(Detroit, MI)",88.00,,Entered,Gardner Webb,St. Bonaventure University
Kasen Jennings,https://www.on3.com/db/kasen-jennings-144856/,CG,SR,6-3,202,The Heritage School,"(Newnan, GA)",,,Entered,USF,Appalachian State
Courtney Anderson,https://www.on3.com/db/courtney-anderson-26736/,SG,RS-FR,6-5,180,Dublin,"(Los Angeles, CA)",89.00,,Entered,Colorado,N/A
Camren Hunter,https://www.on3.com/db/camren-hunter-178397/,PG,SR,6-3,200,Bryant,"(Bryant, AR)",,,Entered,Wisconsin,Central Arkansas
Trey Pettigrew,https://www.on3.com/db/trey-pettigrew-116182/,CG,JR,6-3,175,Eduprize,"(Gilbert, AZ)",90.09,,Entered,Eastern Michigan,N/A
Michael Folarin,https://www.on3.com/db/michael-folarin-155870/,C,SR,6-11,210,Bella Vista College Preparatory School,(London),,,Entered,St. Bonaventure University,N/A
Bennett Stirtz,https://www.on3.com/db/bennett-stirtz-246747/,PG,JR,6-4,180,Liberty,"(Liberty, MO)",98.46,,Committed,Drake,Iowa Hawkeyes
Ian Motta,https://www.on3.com/db/ian-motta-48817/,SF,SR,6-5,185,Allen,"(Allen, TX)",,,Entered,Bucknell,N/A
Bennett Stirtz,https://www.on3.com/db/bennett-stirtz-246747/,PG,JR,6-4,180,Liberty,"(Liberty, MO)",98.46,,Entered,Drake,Iowa
Xander Alarie,https://www.on3.com/db/xander-alarie-244943/,SF,FR,6-8,195,St Andrews Episcopal School,"(Potomac, MD)",,,Entered,Miami,Northeastern
Malik Moore,https://www.on3.com/db/malik-moore-147626/,SG,JR,6-5,185,Heritage Christian School,"(Northridge, CA)",91.99,,Entered,Montana,Xavier
Marcus Banks Jr.,https://www.on3.com/db/marcus-banks-jr-250340/,SG,SR,6-3,195,Fork Union Military (HS),"(Hampton, VA)",89.92,,Entered,University of Maryland Baltimore County,N/A
Ice Emery,https://www.on3.com/db/ice-emery-178616/,PG,JR,6-1,180,Neenah,"(Appleton, WI)",,,Entered,Western Carolina,N/A
Greg Gerhardt,https://www.on3.com/db/greg-gerhardt-160858/,C,RS-SO,6-10,215,Sunrise Christian Academy,"(Wichita, KS)",,,Entered,Colorado,N/A
Derrin Boyd,https://www.on3.com/db/derrin-boyd-241508/,PG,RS-SR,6-3,210,Caldwell County,"(Princeton, KY)",88.50,,Entered,College of Charleston,N/A
Cole Hargrove,https://www.on3.com/db/cole-hargrove-189062/,PF,JR,6-8,250,Methacton,"(Norristown, PA)",,,Entered,Drexel,Providence
Nait George,https://www.on3.com/db/nait-george-237457/,SG,SO,6-3,180,Dream City Christian,"(Toronto, ON)",94.76,,Entered,Georgia Tech,Syracuse
Sencire Harris,https://www.on3.com/db/sencire-harris-105898/,CG,RS-SO,6-3,160,St. Vincent-St. Mary,"(Akron, OH)",91.71,,Entered,West Virginia,Cincinnati
Amani Hansberry,https://www.on3.com/db/amani-hansberry-4148/,PF,SO,6-8,225,Mount Saint Joseph,"(Silver Spring, MD)",93.84,,Entered,West Virginia,Virginia Tech
Amsal Delalic,https://www.on3.com/db/amsal-delalic-250339/,SG,FR,6-8,210,Hemijska Skola,(Tuzla),,,Entered,Pittsburgh,N/A
Khamari McGriff,https://www.on3.com/db/khamari-mcgriff-250338/,PF,RS-JR,6-9,210,James Rickards,"(Tallahassee, FL)",89.00,,Entered,University of North Carolina Wilmington,Kansas State
Matthew Van Komen,https://www.on3.com/db/matthew-van-komen-86264/,C,RS-SR,7-4,220,Pleasant Grove,"(Pleasant Grove, UT)",90.59,,Entered,Elon,N/A
Joson Sanon,https://www.on3.com/db/joson-sanon-152856/,SG,FR,6-5,180,Vermont Academy,"(Fall River, MA)",95.21,,Committed,Arizona State,St. John's Red Storm
Tyeree Bryan,https://www.on3.com/db/tyeree-bryan-178777/,SG,SR,6-6,202,Olympia,"(Orlando, FL)",90.89,,Entered,Santa Clara University,Texas Tech
Sebastian Robinson,https://www.on3.com/db/sebastian-robinson-250388/,SG,SO,6-3,190,Roselle Catholic,"(Montclair, NJ)",88.00,,Entered,New Jersey Institute of Technology,N/A
